txId,timestamp,type,amount,nameOrig,nameDest,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest
TX004657,2025-01-18 19:50:00,CASH_OUT,5.0,C9487336,C7851696,0.0,0.0,20260.43,20265.43
TX004658,2025-01-18 19:50:00,DEBIT,36.14,C9517169,M7667458,75504.49,75468.35,0.0,36.14
TX004659,2025-01-18 19:54:00,TRANSFER,3020.21,C4106298,C5743227,136986.07,133965.86,279218.87,282239.08
TX004660,2025-01-18 20:15:00,PAYMENT,675.32,C9147706,M2829622,147507.85,146832.53,0.0,675.32
TX004661,2025-01-18 20:20:00,CASH_OUT,1299.03,C7982241,C4533779,155493.12,154194.09,20651.53,21950.56
TX004662,2025-01-18 20:22:00,CASH_OUT,476.51,C7375499,C8106470,319628.06,319151.55,190158.92,190635.43
TX004663,2025-01-18 20:26:00,PAYMENT,198.97,C2737893,M7667458,25860.07,25661.1,0.0,198.97
TX004664,2025-01-18 20:28:00,CASH_OUT,3181.12,C8077999,C9186400,18342.44,15161.32,12852.96,16034.08
TX004665,2025-01-18 20:31:00,PAYMENT,29.5,C7381684,M7667458,182413.34,182383.84,0.0,29.5
TX004666,2025-01-18 20:33:26,TRANSFER,9685.49,C1959074,C8159521,291580.44,281894.95,217874.29,227559.78
TX004667,2025-01-18 20:35:00,PAYMENT,285.66,C8350099,M7022335,9149.64,8863.98,0.0,285.66
TX004668,2025-01-18 20:35:00,TRANSFER,612.92,C3499627,C4903402,452864.29,452251.37,44447.59,45060.51
TX004669,2025-01-18 20:56:00,PAYMENT,6.98,C9910914,M4716988,88800.12,88793.14,0.0,6.98
TX004670,2025-01-18 21:07:00,DEBIT,1065.52,C5781295,M2957497,6615.35,5549.83,0.0,1065.52
TX004671,2025-01-18 21:17:00,CASH_OUT,1158.38,C5842082,C8194570,39814.56,38656.18,2173.28,3331.66
TX004672,2025-01-18 21:20:00,CASH_OUT,119.08,C1170307,C5652512,12227.81,12108.73,32533.0,32652.08
TX004673,2025-01-18 21:24:00,CASH_IN,737.38,C7217147,M4342306,24408.06,25145.44,0.0,737.38
TX004674,2025-01-18 21:24:00,CASH_OUT,120.19,C5382463,C1289293,556177.85,556057.66,709.7,829.89
TX004675,2025-01-18 21:28:00,PAYMENT,5.0,C7960328,M8438733,0.0,0.0,0.0,5.0
TX004676,2025-01-18 21:41:00,PAYMENT,1928.9,C5502929,M1771600,2290.95,362.05,0.0,1928.9
TX004677,2025-01-18 21:46:00,TRANSFER,144.66,C9164991,C6855396,106315.04,106170.38,325799.67,325944.33
TX004678,2025-01-18 21:50:00,CASH_OUT,82.74,C5107245,C8639414,340426.13,340343.39,1084.51,1167.25
TX004679,2025-01-18 22:04:00,PAYMENT,34.99,C3154051,M1419843,69216.59,69181.6,0.0,34.99
TX004680,2025-01-18 22:17:00,CASH_IN,19115.36,C9179730,M9209880,82700.28,101815.64,0.0,19115.36
TX004681,2025-01-18 22:25:00,CASH_OUT,2349.27,C2429098,C2925626,51384.85,49035.58,48926.33,51275.6
TX004682,2025-01-18 22:28:00,PAYMENT,62.74,C2016911,M8910069,58709.17,58646.43,0.0,62.74
TX004683,2025-01-18 22:29:00,DEBIT,551.6,C3342608,M7418028,196642.85,196091.25,0.0,551.6
TX004684,2025-01-18 22:32:00,CASH_OUT,301.65,C6098175,C5614226,39668.29,39366.64,27413.39,27715.04
TX004685,2025-01-18 22:34:00,CASH_IN,4461.89,C8418210,M7454081,751173.08,755634.97,0.0,4461.89
TX004686,2025-01-18 22:48:00,PAYMENT,632.03,C2229110,M7232293,37237.42,36605.39,0.0,632.03
TX004687,2025-01-18 22:48:00,DEBIT,88.99,C3253031,M2060605,61611.81,61522.82,0.0,88.99
TX004688,2025-01-18 22:48:00,CASH_OUT,2438.59,C3646552,C8090293,14967.71,12529.12,5357.93,7796.52
TX004689,2025-01-18 22:57:00,CASH_IN,964.24,C4612365,M7970985,10856.29,11820.53,0.0,964.24
TX004690,2025-01-18 23:03:00,PAYMENT,407.52,C5163953,M7520395,19526.01,19118.49,0.0,407.52
TX004691,2025-01-18 23:35:00,CASH_IN,506.11,C6573147,M7136687,13266.71,13772.82,0.0,506.11
TX004692,2025-01-18 23:47:00,DEBIT,42.53,C1109031,M1157662,66266.92,66224.39,0.0,42.53
TX004693,2025-01-18 23:49:00,CASH_OUT,6642.06,C9031491,C1093026,9834.0,3191.94,57318.71,63960.77
TX004694,2025-01-18 23:49:00,PAYMENT,100.06,C9647849,M3442255,71371.21,71271.15,0.0,100.06
TX004695,2025-01-18 23:51:00,CASH_IN,322.64,C2110460,M4938791,96169.0,96491.64,0.0,322.64
TX004696,2025-01-19 00:13:00,CASH_IN,6304.86,C5970190,M2538024,20147.57,26452.43,0.0,6304.86
TX004697,2025-01-19 00:52:00,PAYMENT,267.59,C4213524,M7022335,6100.99,5833.4,0.0,267.59
TX004698,2025-01-19 01:03:00,PAYMENT,30.54,C4965789,M7232293,26102.39,26071.85,0.0,30.54
TX004699,2025-01-19 01:10:00,DEBIT,323.34,C8273315,M2829622,57913.2,57589.86,0.0,323.34
TX004700,2025-01-19 01:21:00,DEBIT,1114.2,C4993055,M1264762,3345.66,2231.46,0.0,1114.2
TX004701,2025-01-19 01:27:00,PAYMENT,50.49,C4740036,M1548888,296645.87,296595.38,0.0,50.49
TX004702,2025-01-19 01:53:00,CASH_IN,8314.44,C8306261,M3204724,29211.18,37525.62,0.0,8314.44
TX004703,2025-01-19 02:11:00,PAYMENT,23.17,C1987737,M1548888,7845.79,7822.62,0.0,23.17
TX004704,2025-01-19 02:33:00,CASH_IN,7395.22,C7878299,M2538024,177830.99,185226.21,0.0,7395.22
TX004705,2025-01-19 02:36:00,DEBIT,344.09,C8231838,M5572250,2281.3,1937.21,0.0,344.09
TX004706,2025-01-19 02:39:00,PAYMENT,481.49,C6271130,M7392547,154254.49,153773.0,0.0,481.49
TX004707,2025-01-19 02:48:00,PAYMENT,137.6,C8187926,M3442255,20175.73,20038.13,0.0,137.6
TX004708,2025-01-19 04:59:00,PAYMENT,388.46,C5634662,M5693260,165612.37,165223.91,0.0,388.46
TX004709,2025-01-19 05:00:00,PAYMENT,29.31,C2642635,M8443690,69008.93,68979.62,0.0,29.31
TX004710,2025-01-19 05:39:00,PAYMENT,178.37,C5569244,M3851852,515630.72,515452.35,0.0,178.37
TX004711,2025-01-19 06:16:00,PAYMENT,92.31,C4940441,M1760793,23860.15,23767.84,0.0,92.31
TX004712,2025-01-19 06:42:00,CASH_IN,1773.03,C5453786,M3276065,31037.78,32810.81,0.0,1773.03
TX004713,2025-01-19 06:51:00,CASH_OUT,387.45,C8628588,C6871360,41304.1,40916.65,10659.87,11047.32
TX004714,2025-01-19 06:56:42,TRANSFER,100000.0,C5218028,C7783308,96452.65,0.0,258773.5,358773.5
TX004715,2025-01-19 07:04:00,PAYMENT,246.19,C2737893,M1760793,21584.14,21337.95,0.0,246.19
TX004716,2025-01-19 07:04:00,PAYMENT,1351.22,C9147720,M8410995,3023.21,1671.99,0.0,1351.22
TX004717,2025-01-19 07:06:00,CASH_IN,3872.25,C3219824,M5436878,68087.08,71959.33,0.0,3872.25
TX004718,2025-01-19 07:09:00,DEBIT,735.81,C5004485,M6442103,14067.98,13332.17,0.0,735.81
TX004719,2025-01-19 07:10:00,PAYMENT,231.72,C3564251,M6442103,8955.3,8723.58,0.0,231.72
TX004720,2025-01-19 07:18:00,TRANSFER,10681.13,C9196204,C5606980,24663.21,13982.08,165304.5,175985.63
TX004721,2025-01-19 07:19:00,PAYMENT,734.28,C6902401,M1879109,1585.08,850.8,0.0,734.28
TX004722,2025-01-19 07:23:00,CASH_OUT,2190.36,C8312936,C6098175,7688.07,5497.71,39203.3,41393.66
TX004723,2025-01-19 07:24:00,CASH_IN,1281.69,C4567281,M9418719,113529.7,114811.39,0.0,1281.69
TX004724,2025-01-19 07:26:00,DEBIT,114.11,C1621086,M4645180,485468.89,485354.78,0.0,114.11
TX004725,2025-01-19 07:35:00,DEBIT,348.86,C7917152,M2686231,16943.5,16594.64,0.0,348.86
TX004726,2025-01-19 07:40:00,PAYMENT,35.08,C5394880,M6183033,54083.81,54048.73,0.0,35.08
TX004727,2025-01-19 07:44:00,TRANSFER,2828.13,C1971823,C2563790,4911.09,2082.96,9051.78,11879.91
TX004728,2025-01-19 07:47:00,DEBIT,18.06,C4940441,M8280833,17711.32,17693.26,0.0,18.06
TX004729,2025-01-19 07:50:00,DEBIT,418.68,C7982241,M2630140,153511.07,153092.39,0.0,418.68
TX004730,2025-01-19 07:52:00,PAYMENT,94.5,C3698193,M3851852,156318.9,156224.4,0.0,94.5
TX004731,2025-01-19 07:56:00,PAYMENT,101.3,C3939212,M8280833,63595.38,63494.08,0.0,101.3
TX004732,2025-01-19 08:05:00,TRANSFER,10028.07,C9130188,C5031966,63176.65,53148.58,61921.89,71949.96
TX004733,2025-01-19 08:19:00,CASH_OUT,2315.65,C8273315,C1170307,60698.07,58382.42,3576.65,5892.3
TX004734,2025-01-19 08:22:00,CASH_OUT,268.72,C1959074,C7542890,312827.63,312558.91,6713.86,6982.58
TX004735,2025-01-19 08:22:00,PAYMENT,326.66,C8563202,M7216461,27833.62,27506.96,0.0,326.66
TX004736,2025-01-19 08:22:00,PAYMENT,19.47,C2437026,M2817745,144087.57,144068.1,0.0,19.47
TX004737,2025-01-19 08:29:00,PAYMENT,30.32,C2255409,M3923366,25467.55,25437.23,0.0,30.32
TX004738,2025-01-19 08:31:00,CASH_OUT,238.77,C8795419,C1841248,93193.02,92954.25,16193.87,16432.64
TX004739,2025-01-19 08:31:00,PAYMENT,108.42,C8796514,M7014016,295701.84,295593.42,0.0,108.42
TX004740,2025-01-19 08:32:00,CASH_OUT,297.69,C7076506,C3589751,14109.16,13811.47,5775.75,6073.44
TX004741,2025-01-19 08:36:00,PAYMENT,104.91,C9002392,M4961312,100196.75,100091.84,0.0,104.91
TX004742,2025-01-19 08:39:00,TRANSFER,388.55,C8801207,C2754894,566.57,178.02,77258.46,77647.01
TX004743,2025-01-19 08:40:00,CASH_IN,22332.39,C9519948,M9084065,17313.89,39646.28,0.0,22332.39
TX004744,2025-01-19 08:51:00,CASH_IN,1254.05,C8639414,M4442778,30105.56,31359.61,0.0,1254.05
TX004745,2025-01-19 08:58:00,CASH_OUT,271.55,C5137722,C4585314,12626.31,12354.76,11335.39,11606.94
TX004746,2025-01-19 09:00:00,CASH_IN,1149.17,C8187926,M8583392,19817.26,20966.43,0.0,1149.17
TX004747,2025-01-19 09:12:00,CASH_IN,6293.53,C2724590,M2630140,23187.41,29480.94,0.0,6293.53
TX004748,2025-01-19 09:17:00,CASH_IN,368.69,C3253031,M4909069,61522.82,61891.51,0.0,368.69
TX004749,2025-01-19 09:17:00,PAYMENT,5.0,C3426689,M7454081,63990.39,63985.39,0.0,5.0
TX004750,2025-01-19 09:19:00,CASH_OUT,30.91,C9633492,C5531230,41356.78,41325.87,0.48,31.39
TX004751,2025-01-19 09:21:00,CASH_IN,2421.06,C7784725,M3946751,29586.77,32007.83,0.0,2421.06
TX004752,2025-01-19 09:22:00,CASH_IN,6942.05,C6901533,M1264762,982168.21,989110.26,0.0,6942.05
TX004753,2025-01-19 09:28:00,CASH_OUT,373.66,C2408404,C6680114,3116.11,2742.45,2049.49,2423.15
TX004754,2025-01-19 09:29:00,CASH_OUT,469.81,C6643798,C8047416,81537.99,81068.18,23236.43,23706.24
TX004755,2025-01-19 09:31:00,PAYMENT,36.73,C5745250,M4895475,49114.75,49078.02,0.0,36.73
TX004756,2025-01-19 09:35:00,CASH_IN,1326.6,C6213522,M9349470,21970.89,23297.49,0.0,1326.6
TX004757,2025-01-19 09:43:00,PAYMENT,437.05,C6160869,M5204819,16442.12,16005.07,0.0,437.05
TX004758,2025-01-19 09:58:00,TRANSFER,248.91,C3117636,C9633492,87411.44,87162.53,40956.05,41204.96
TX004759,2025-01-19 10:07:00,DEBIT,60.32,C1098919,M6069909,33985.54,33925.22,0.0,60.32
TX004760,2025-01-19 10:09:00,PAYMENT,217.98,C6944126,M4785186,79016.91,78798.93,0.0,217.98
TX004761,2025-01-19 10:23:00,CASH_OUT,28.48,C4540415,C2194198,182443.59,182415.11,343462.02,343490.5
TX004762,2025-01-19 10:23:00,TRANSFER,642.5,C6952975,C6213522,38533.68,37891.18,25360.33,26002.83
TX004763,2025-01-19 10:24:00,PAYMENT,218.72,C4965789,M6431983,26321.11,26102.39,0.0,218.72
TX004764,2025-01-19 10:25:00,DEBIT,113.57,C2935113,M1624315,348039.95,347926.38,0.0,113.57
TX004765,2025-01-19 10:28:00,PAYMENT,72.59,C2375453,M5204819,119532.67,119460.08,0.0,72.59
TX004766,2025-01-19 10:35:00,PAYMENT,58.05,C4540415,M7679674,182026.21,181968.16,0.0,58.05
TX004767,2025-01-19 10:35:00,CASH_OUT,2400.85,C9697969,C4533779,3790.08,1389.23,23853.5,26254.35
TX004768,2025-01-19 10:37:00,CASH_OUT,674.52,C4740036,C8072684,282647.43,281972.91,34082.13,34756.65
TX004769,2025-01-19 10:42:00,CASH_OUT,435.53,C4971793,C5896624,164181.53,163746.0,302301.39,302736.92
TX004770,2025-01-19 10:42:00,TRANSFER,346.01,C2096280,C6406444,6024.38,5678.37,246844.77,247190.78
TX004771,2025-01-19 10:47:00,CASH_IN,919.43,C6866294,M8736811,141549.72,142469.15,0.0,919.43
TX004772,2025-01-19 10:50:00,PAYMENT,72.67,C2166941,M2844258,321673.01,321600.34,0.0,72.67
TX004773,2025-01-19 10:51:00,CASH_OUT,640.01,C2229110,C2074176,21737.38,21097.37,127845.54,128485.55
TX004774,2025-01-19 10:52:00,PAYMENT,226.03,C5456573,M2957497,130423.83,130197.8,0.0,226.03
TX004775,2025-01-19 10:56:00,CASH_OUT,55.09,C5428914,C5528972,23314.63,23259.54,193793.59,193848.68
TX004776,2025-01-19 10:56:00,PAYMENT,61.07,C1433940,M2515030,869752.13,869691.06,0.0,61.07
TX004777,2025-01-19 10:58:00,PAYMENT,37.93,C7850944,M3851852,19452.98,19415.05,0.0,37.93
TX004778,2025-01-19 11:04:00,DEBIT,1410.98,C9518424,M3442255,16883.81,15472.83,0.0,1410.98
TX004779,2025-01-19 11:06:00,PAYMENT,9.2,C5667265,M4674286,25828.04,25818.84,0.0,9.2
TX004780,2025-01-19 11:07:00,PAYMENT,7.68,C6960453,M7679674,23303.17,23295.49,0.0,7.68
TX004781,2025-01-19 11:07:00,CASH_IN,3905.67,C9767312,M2686231,6329.47,10235.14,0.0,3905.67
TX004782,2025-01-19 11:13:00,TRANSFER,100.64,C3641282,C5348512,62261.29,62160.65,22064.75,22165.39
TX004783,2025-01-19 11:37:00,CASH_OUT,78.48,C2151225,C5886520,228147.16,228068.68,14979.29,15057.77
TX004784,2025-01-19 11:41:00,DEBIT,402.41,C6386463,M1157662,9262.86,8860.45,0.0,402.41
TX004785,2025-01-19 11:42:00,CASH_OUT,133.8,C8558378,C3955087,31125.72,30991.92,19028.01,19161.81
TX004786,2025-01-19 11:42:00,TRANSFER,2947.46,C5446344,C1744682,13041.83,10094.37,112824.1,115771.56
TX004787,2025-01-19 11:46:00,PAYMENT,133.26,C3493017,M1879109,63566.07,63432.81,0.0,133.26
TX004788,2025-01-19 11:55:00,TRANSFER,16583.51,C1059486,C4717770,19649.71,3066.2,22407.57,38991.08
TX004789,2025-01-19 11:56:00,CASH_IN,2617.4,C7358113,M7913081,73046.64,75664.04,0.0,2617.4
TX004790,2025-01-19 11:57:00,TRANSFER,8450.86,C4553384,C1701771,113384.29,104933.43,259993.4,268444.26
TX004791,2025-01-19 11:58:00,CASH_IN,3050.43,C4213524,M4645180,6489.67,9540.1,0.0,3050.43
TX004792,2025-01-19 11:59:00,DEBIT,758.62,C1205779,M5436878,184561.05,183802.43,0.0,758.62
TX004793,2025-01-19 12:04:00,CASH_IN,13025.46,C2166941,M4342306,322139.85,335165.31,0.0,13025.46
TX004794,2025-01-19 12:09:00,PAYMENT,46.51,C7783308,M2844258,259255.65,259209.14,0.0,46.51
TX004795,2025-01-19 12:12:00,CASH_IN,11244.87,C7360682,M3361510,1066308.43,1077553.3,0.0,11244.87
TX004796,2025-01-19 12:13:00,CASH_IN,1910.03,C1452421,M5086407,50803.3,52713.33,0.0,1910.03
TX004797,2025-01-19 12:14:00,PAYMENT,774.76,C6623525,M3217273,462392.49,461617.73,0.0,774.76
TX004798,2025-01-19 12:18:00,PAYMENT,461.83,C3030113,M6183033,44549.81,44087.98,0.0,461.83
TX004799,2025-01-19 12:21:00,DEBIT,252.65,C2770648,M5605016,7871.28,7618.63,0.0,252.65
TX004800,2025-01-19 12:24:00,CASH_OUT,1716.24,C3684052,C9519948,95191.66,93475.42,56788.89,58505.13
TX004801,2025-01-19 12:28:00,CASH_OUT,718.08,C2530793,C6304573,165415.71,164697.63,3322319.12,3323037.2
TX004802,2025-01-19 12:29:44,CASH_OUT,223022.03,C6218367,C7426265,39879.69,0.0,512443.28,735465.31
TX004803,2025-01-19 12:32:00,PAYMENT,137.82,C2429098,M4979651,54762.75,54624.93,0.0,137.82
TX004804,2025-01-19 12:42:00,CASH_OUT,1593.75,C7217147,C4009172,30342.0,28748.25,31019.36,32613.11
TX004805,2025-01-19 12:46:00,DEBIT,737.13,C8606962,M1157662,10773.03,10035.9,0.0,737.13
TX004806,2025-01-19 12:49:00,CASH_OUT,1728.46,C9310235,C8750676,86559.22,84830.76,90112.05,91840.51
TX004807,2025-01-19 12:49:00,CASH_OUT,1100.76,C9667566,C6261415,19392.13,18291.37,54928.76,56029.52
TX004808,2025-01-19 12:53:00,PAYMENT,14.1,C9214801,M3112652,30949.51,30935.41,0.0,14.1
TX004809,2025-01-19 12:54:00,PAYMENT,793.81,C5374922,M3442255,343389.21,342595.4,0.0,793.81
TX004810,2025-01-19 12:57:00,CASH_OUT,13354.7,C4717770,C8852574,44530.39,31175.69,87282.36,100637.06
TX004811,2025-01-19 12:57:00,TRANSFER,121.88,C4524499,C1131249,103899.45,103777.57,26680.37,26802.25
TX004812,2025-01-19 12:58:00,TRANSFER,1580.82,C1237370,C3030966,155015.88,153435.06,11028.71,12609.53
TX004813,2025-01-19 13:01:00,PAYMENT,177.39,C9143903,M5398338,88071.82,87894.43,0.0,177.39
TX004814,2025-01-19 13:02:00,TRANSFER,2174.5,C6071208,C4916201,57429.06,55254.56,24957.88,27132.38
TX004815,2025-01-19 13:02:00,PAYMENT,255.8,C8639414,M8789116,30361.36,30105.56,0.0,255.8
TX004816,2025-01-19 13:03:00,PAYMENT,109.17,C8210624,M8710313,36593.65,36484.48,0.0,109.17
TX004817,2025-01-19 13:05:00,PAYMENT,114.47,C4786401,M7216461,37813.59,37699.12,0.0,114.47
TX004818,2025-01-19 13:13:00,DEBIT,147.0,C3670226,M4909069,171961.53,171814.53,0.0,147.0
TX004819,2025-01-19 13:16:00,CASH_IN,1323.31,C2408404,M4189885,4304.16,5627.47,0.0,1323.31
TX004820,2025-01-19 13:17:00,PAYMENT,25.63,C6160869,M3204724,15384.7,15359.07,0.0,25.63
TX004821,2025-01-19 13:22:00,TRANSFER,13927.33,C2154126,C5682940,27046.95,13119.62,45770.25,59697.58
TX004822,2025-01-19 13:26:00,PAYMENT,202.83,C8048838,M8710313,9050.75,8847.92,0.0,202.83
TX004823,2025-01-19 13:27:00,DEBIT,175.89,C1615675,M9349470,20166.52,19990.63,0.0,175.89
TX004824,2025-01-19 13:27:00,PAYMENT,171.55,C4630331,M8438733,44791.93,44620.38,0.0,171.55
TX004825,2025-01-19 13:30:00,DEBIT,1698.05,C1520596,M6183033,12004.45,10306.4,0.0,1698.05
TX004826,2025-01-19 13:33:00,CASH_OUT,251.56,C5107776,C2548511,16221.88,15970.32,316624.82,316876.38
TX004827,2025-01-19 13:39:00,DEBIT,173.5,C6662319,M5953150,143794.31,143620.81,0.0,173.5
TX004828,2025-01-19 13:42:00,PAYMENT,932.67,C9997381,M3923366,8786.73,7854.06,0.0,932.67
TX004829,2025-01-19 13:57:00,CASH_OUT,2519.31,C5107245,C6770619,340729.95,338210.64,571608.23,574127.54
TX004830,2025-01-19 13:58:00,TRANSFER,25411.24,C7812810,C9517485,388023.19,362611.95,35593.4,61004.64
TX004831,2025-01-19 14:08:00,PAYMENT,68.47,C8890439,M6024207,18724.09,18655.62,0.0,68.47
TX004832,2025-01-19 14:11:00,DEBIT,86.16,C2349590,M2844258,53226.07,53139.91,0.0,86.16
TX004833,2025-01-19 14:16:00,PAYMENT,1329.72,C1009594,M1771600,98858.51,97528.79,0.0,1329.72
TX004834,2025-01-19 14:21:00,DEBIT,45.78,C5456573,M5605016,129933.61,129887.83,0.0,45.78
TX004835,2025-01-19 14:22:00,CASH_OUT,1363.38,C6440561,C7850944,110398.2,109034.82,19415.05,20778.43
TX004836,2025-01-19 14:27:00,CASH_IN,5358.46,C8434500,M5311242,114204.8,119563.26,0.0,5358.46
TX004837,2025-01-19 14:33:00,PAYMENT,210.91,C3592974,M9209880,28168.71,27957.8,0.0,210.91
TX004838,2025-01-19 14:34:00,DEBIT,31.76,C6033115,M3294774,5736.49,5704.73,0.0,31.76
TX004839,2025-01-19 14:34:00,PAYMENT,151.24,C4540415,M4979651,181046.88,180895.64,0.0,151.24
TX004840,2025-01-19 14:36:00,CASH_OUT,798.87,C8411939,C5118725,68021.38,67222.51,65893.75,66692.62
TX004841,2025-01-19 14:36:00,PAYMENT,275.6,C1649691,M7667458,15911.67,15636.07,0.0,275.6
TX004842,2025-01-19 14:41:00,DEBIT,112.61,C3138181,M7010308,46360.86,46248.25,0.0,112.61
TX004843,2025-01-19 14:46:00,DEBIT,78.68,C2795765,M4475523,17443.03,17364.35,0.0,78.68
TX004844,2025-01-19 14:51:00,CASH_OUT,3220.12,C5453786,C3815034,34025.53,30805.41,21479.14,24699.26
TX004845,2025-01-19 14:57:00,CASH_IN,579.58,C9996207,M8225725,44489.05,45068.63,0.0,579.58
TX004846,2025-01-19 15:01:00,PAYMENT,378.68,C7610562,M8460758,82685.88,82307.2,0.0,378.68
TX004847,2025-01-19 15:06:00,DEBIT,606.67,C6363836,M3345069,31846.57,31239.9,0.0,606.67
TX004848,2025-01-19 15:07:00,PAYMENT,831.03,C5638893,M2015861,18561.77,17730.74,0.0,831.03
TX004849,2025-01-19 15:18:00,PAYMENT,5.0,C7960328,M9084065,0.0,0.0,0.0,5.0
TX004850,2025-01-19 15:19:00,PAYMENT,89.92,C8132648,M7232293,70888.93,70799.01,0.0,89.92
TX004851,2025-01-19 15:20:00,TRANSFER,577.83,C9910914,C7350753,88595.93,88018.1,3068.48,3646.31
TX004852,2025-01-19 15:21:00,PAYMENT,716.67,C4652414,M8583392,16411.54,15694.87,0.0,716.67
TX004853,2025-01-19 15:22:00,CASH_IN,963.07,C5049282,M8280833,63306.05,64269.12,0.0,963.07
TX004854,2025-01-19 15:22:00,DEBIT,845.65,C5234550,M8710313,6590.78,5745.13,0.0,845.65
TX004855,2025-01-19 15:24:00,TRANSFER,4419.28,C8235969,C1205779,535865.5,531446.22,183802.43,188221.71
TX004856,2025-01-19 15:34:00,PAYMENT,365.94,C1247595,M3851852,20584.78,20218.84,0.0,365.94
TX004857,2025-01-19 15:56:00,PAYMENT,600.24,C4205394,M8460758,8289.1,7688.86,0.0,600.24
TX004858,2025-01-19 16:03:00,PAYMENT,16.01,C9996207,M8990081,49759.06,49743.05,0.0,16.01
TX004859,2025-01-19 16:08:00,PAYMENT,112.14,C9667566,M8710313,6534.62,6422.48,0.0,112.14
TX004860,2025-01-19 16:10:00,DEBIT,268.4,C7435505,M3217273,53245.35,52976.95,0.0,268.4
TX004861,2025-01-19 16:15:00,PAYMENT,450.75,C5163555,M1822825,26895.55,26444.8,0.0,450.75
TX004862,2025-01-19 16:15:00,CASH_OUT,59.33,C8491822,C4860684,141073.39,141014.06,14451.57,14510.9
TX004863,2025-01-19 16:21:00,PAYMENT,168.09,C1873851,M3592464,626.48,458.39,0.0,168.09
TX004864,2025-01-19 16:26:00,CASH_OUT,5219.36,C9874152,C1621086,5908.27,688.91,482672.65,487892.01
TX004865,2025-01-19 16:26:00,PAYMENT,34.16,C1732280,M1771600,129495.59,129461.43,0.0,34.16
TX004866,2025-01-19 16:29:00,PAYMENT,63.66,C8658158,M3851852,157048.67,156985.01,0.0,63.66
TX004867,2025-01-19 16:30:00,TRANSFER,1542.2,C7117837,C4656838,29486.63,27944.43,52643.85,54186.05
TX004868,2025-01-19 16:33:00,PAYMENT,217.89,C8612582,M5436878,94460.46,94242.57,0.0,217.89
TX004869,2025-01-19 16:36:00,PAYMENT,118.38,C5232413,M2015861,80894.14,80775.76,0.0,118.38
TX004870,2025-01-19 16:49:00,PAYMENT,355.23,C9427047,M8990081,1112434.12,1112078.89,0.0,355.23
TX004871,2025-01-19 16:55:00,CASH_IN,3230.59,C3011363,M5821419,87615.0,90845.59,0.0,3230.59
TX004872,2025-01-19 16:57:00,CASH_IN,24154.52,C5835492,M8664433,30719.28,54873.8,0.0,24154.52
TX004873,2025-01-19 16:57:00,CASH_IN,500.43,C2903561,M1432519,81279.67,81780.1,0.0,500.43
TX004874,2025-01-19 16:58:00,TRANSFER,1075.01,C4553384,C3290229,111108.96,110033.95,13107.4,14182.41
TX004875,2025-01-19 16:59:00,DEBIT,557.81,C7381734,M8583392,86226.54,85668.73,0.0,557.81
TX004876,2025-01-19 17:00:00,PAYMENT,57.75,C6038571,M4475523,20585.21,20527.46,0.0,57.75
TX004877,2025-01-19 17:05:00,DEBIT,269.06,C3499627,M5086407,461368.12,461099.06,0.0,269.06
TX004878,2025-01-19 17:09:00,DEBIT,30.69,C3219824,M7970985,86504.67,86473.98,0.0,30.69
TX004879,2025-01-19 17:12:00,PAYMENT,35.8,C3154051,M7136687,69181.6,69145.8,0.0,35.8
TX004880,2025-01-19 17:13:00,PAYMENT,255.21,C7960328,M1727544,1034.95,779.74,0.0,255.21
TX004881,2025-01-19 17:15:00,PAYMENT,756.62,C7426265,M8118722,11262.03,10505.41,0.0,756.62
TX004882,2025-01-19 17:22:00,CASH_OUT,73.33,C8132769,C6790218,79253.79,79180.46,184851.13,184924.46
TX004883,2025-01-19 17:39:00,CASH_IN,2396.77,C4374754,M1624315,4906.6,7303.37,0.0,2396.77
TX004884,2025-01-19 17:43:00,PAYMENT,253.75,C3790237,M3073474,94215.25,93961.5,0.0,253.75
TX004885,2025-01-19 17:50:00,PAYMENT,395.3,C7426265,M8990081,6519.29,6123.99,0.0,395.3
TX004886,2025-01-19 17:52:00,CASH_OUT,232.4,C8491822,C2044645,179868.28,179635.88,25324.35,25556.75
TX004887,2025-01-19 17:53:00,PAYMENT,248.78,C4740036,M5605016,282896.21,282647.43,0.0,248.78
TX004888,2025-01-19 17:53:00,PAYMENT,33.78,C3997281,M8460758,193767.05,193733.27,0.0,33.78
TX004889,2025-01-19 17:53:00,PAYMENT,438.59,C3321531,M9084065,1479.49,1040.9,0.0,438.59
TX004890,2025-01-19 17:53:00,CASH_IN,2657.13,C2375453,M5086407,94801.07,97458.2,0.0,2657.13
TX004891,2025-01-19 17:55:00,PAYMENT,191.96,C4940441,M1661401,15310.03,15118.07,0.0,191.96
TX004892,2025-01-19 17:56:00,DEBIT,330.28,C2194198,M4342306,343792.3,343462.02,0.0,330.28
TX004893,2025-01-19 17:58:00,CASH_IN,2364.59,C2408404,M1771600,2736.6,5101.19,0.0,2364.59
TX004894,2025-01-19 18:04:00,PAYMENT,44.85,C4524499,M5311242,101656.01,101611.16,0.0,44.85
TX004895,2025-01-19 18:04:00,TRANSFER,5303.87,C4576135,C3386328,32345.35,27041.48,3800.6,9104.47
TX004896,2025-01-19 18:06:00,CASH_OUT,1136.64,C3253031,C6724909,68573.41,67436.77,7946.22,9082.86
